-0.04,-32.13,-88.29,0,-90,-15.86,0.54,-8.48,30.92,-49.28,31.01,7.88,-91.71,0,90,14.14,-2.6,-8.68,29.01,-51.51,31.49,8.2,
-5.04,-34.13,-88.29,0,-90,-15.85,0.64,-9.12,30.99,-49.06,30.87,8.51,-91.71,0,90,14.15,-2.74,-9.33,28.9,-51.3,31.33,8.83,
-10.04,-36.12,-88.3,0,-90,-15.85,0.73,-9.69,31.06,-48.87,30.76,9.07,-91.7,0,90,14.15,-2.88,-9.91,28.8,-51.12,31.2,9.41,
-5.04,-38.12,-88.31,0,-90,-15.85,0.81,-10.19,31.11,-48.7,30.66,9.56,-91.69,0,90,14.15,-2.99,-10.42,28.71,-50.96,31.08,9.91,
-0.04,-40.11,-88.31,0,-90,-15.84,0.88,-10.61,31.16,-48.56,30.57,9.97,-91.69,0,90,14.16,-3.09,-10.85,28.64,-50.82,30.98,10.33,
4.95,-37.12,-88.32,0,-90,-15.84,0.94,-10.93,31.2,-48.45,30.5,10.29,-91.68,0,90,14.16,-3.16,-11.19,28.59,-50.71,30.91,10.66,
9.95,-34.12,-88.32,0,-90,-15.84,0.97,-11.14,31.22,-48.38,30.46,10.5,-91.68,0,90,14.16,-3.21,-11.41,28.55,-50.64,30.86,10.87,
14.95,-31.13,-88.46,0,-90,-14.52,0.89,-11.71,28.62,-44.35,27.92,11.13,-91.54,0,82.97,12.98,-2.94,-11.96,27.5,-49.09,29.21,11.46,
19.94,-28.13,-88.6,0,-90,-13.2,0.81,-12.28,26.02,-40.32,25.39,11.75,-91.4,0,75.94,11.81,-2.68,-12.51,26.46,-47.54,27.55,12.06,
24.94,-25.14,-88.74,0,-90,-11.88,0.73,-12.86,23.41,-36.29,22.85,12.38,-91.26,0,68.92,10.63,-2.41,-13.05,25.41,-45.98,25.9,12.65,
19.94,-22.15,-88.88,0,-90,-10.56,0.65,-13.43,20.81,-32.26,20.31,13.01,-91.12,0,61.89,9.45,-2.14,-13.6,24.37,-44.43,24.24,13.24,
14.95,-19.16,-89.02,0,-90,-9.24,0.57,-14,18.21,-28.23,17.78,13.63,-90.98,0,54.87,8.28,-1.87,-14.15,23.32,-42.88,22.59,13.84,
9.95,-16.16,-89.16,0,-90,-7.92,0.49,-14.57,15.61,-24.2,15.24,14.25,-90.84,0,47.84,7.1,-1.6,-14.7,22.27,-41.32,20.93,14.43,
4.96,-13.17,-89.3,0,-90,-6.6,0.41,-15.14,13.01,-20.16,12.7,14.88,-90.7,0,40.81,5.92,-1.34,-15.25,21.23,-39.77,19.28,15.03,
-0.15,-10.18,-89.44,0,-90,-5.28,0.32,-15.71,10.41,-16.13,10.16,15.5,-90.56,0,33.79,4.74,-1.07,-15.8,20.18,-38.22,17.62,15.62,
-5.04,-12.17,-89.58,0,-90,-3.96,0.24,-16.28,7.8,-12.1,7.62,16.12,-90.42,0,26.76,3.56,-0.8,-16.35,19.14,-36.66,15.97,16.22,
-10.04,-14.16,-89.72,0,-90,-2.64,0.16,-16.85,5.2,-8.07,5.08,16.75,-90.28,0,19.74,2.38,-0.54,-16.9,18.09,-35.11,14.31,16.81,
-15.03,-16.16,-89.86,0,-90,-1.32,0.08,-17.42,2.6,-4.03,2.54,17.38,-90.14,0,12.71,1.22,-0.27,-17.45,17.05,-33.55,12.65,17.41,
-10.04,18.16,-89.93,0,-9,0-0.66,0.04,-17.7,1.3,-2.02,1.27,17.69,-90.07,0,7.41,0.65,-0.13,-17.73,16.52,-32.78,11.83,17.7,
-5.04,-20.15,-89.97,0,-90,-0.33,-1.57,-17.85,-0.45,-1.01,0.64,17.84,-90.03,0,14.42,0.35,0.44,-17.87,23.55,-25.8,4.85,17.85,
-0.06,-22.15,-89.98,0,-90,-0.17,-1.57,-17.93,-3.19,-0.51,0.33,17.92,-90.02,0,21.44,0.19,0.71,-17.93,30.57,-18.85,-2.1,17.93,
4.95,-24.15,-89.99,0,-90,-0.08,-0.78,-17.96,-6.24,-0.26,0.16,17.96,-90.01,0,28.47,0.13,0.85,-17.96,37.58,-11.91,4.71,17.96,
9.95,-26.14,-90,0,-90,-0.04,-0.39,-17.98,-7.97,-0.13,0.08,17.98,-90,0,35.5,-0.1,0.93,-17.98,44.6,-6.63,11.57,17.98,
14.94,-28.14,-90.6,0,-90,-1.24,1.48,-17.62,-8.34,-1.32,0.76,17.62,-90.6,0,36.32,1.17,0.92,-17.62,44.42,-7.7,11.82,17.62,
19.94,-30.14,-89.08,0,-90,-6.64,-0.37,-12.01,-8.28,-8.35,7.79,11.19,-91.86,0,43.34,5.51,0.64,-11.62,41.36,-14.71,18.83,11.62,
24.93,-32.14,-87.04,0,-90,-12.06,-0.81,-6.6,-1.28,-15.38,14.82,5.8,-93.43,0,50.36,8.99,0.41,-5.66,38.79,-21.7,25.82,5.66,
